Temp A (K)	Temp B (K)	Current (A)	Voltage (V)	R (ohm)
164.030000	160.230000	0.000100	0.000579	5.788894
164.020000	160.220000	0.000100	0.000579	5.790159
164.000000	160.210000	0.000100	0.000579	5.793953
164.000000	160.190000	0.000100	0.000578	5.783414
163.980000	160.180000	0.000100	0.000578	5.783836
163.980000	160.170000	0.000100	0.000579	5.788050
163.960000	160.160000	0.000100	0.000578	5.784259
163.950000	160.140000	0.000100	0.000579	5.793105
163.930000	160.130000	0.000100	0.000579	5.787206
163.920000	160.120000	0.000100	0.000578	5.784258
163.910000	160.100000	0.000100	0.000579	5.786786
163.900000	160.090000	0.000100	0.000579	5.785102
163.890000	160.080000	0.000100	0.000579	5.785944
163.870000	160.070000	0.000100	0.000579	5.785102
163.860000	160.050000	0.000100	0.000579	5.785523
163.840000	160.040000	0.000100	0.000579	5.791425
163.830000	160.030000	0.000100	0.000581	5.806174
163.820000	160.010000	0.000100	0.000579	5.793112
163.810000	160.000000	0.000100	0.000579	5.793951
163.800000	159.990000	0.000100	0.000579	5.789313
163.780000	159.980000	0.000100	0.000579	5.786787
163.770000	159.960000	0.000100	0.000580	5.795216
163.760000	159.950000	0.000100	0.000579	5.793952
163.740000	159.940000	0.000100	0.000580	5.797321
163.730000	159.930000	0.000100	0.000579	5.791003
163.720000	159.910000	0.000100	0.000579	5.789734
163.710000	159.900000	0.000100	0.000580	5.796481
163.700000	159.890000	0.000100	0.000579	5.793952
163.680000	159.870000	0.000100	0.000579	5.793532
163.670000	159.860000	0.000100	0.000580	5.800697
163.660000	159.850000	0.000100	0.000579	5.788895
163.640000	159.830000	0.000100	0.000579	5.794374
163.630000	159.820000	0.000100	0.000579	5.792264
163.620000	159.810000	0.000100	0.000579	5.793110
163.610000	159.800000	0.000100	0.000579	5.788050
163.590000	159.780000	0.000100	0.000579	5.794796
163.580000	159.770000	0.000100	0.000579	5.791425
163.570000	159.760000	0.000100	0.000580	5.795216
163.560000	159.750000	0.000100	0.000579	5.792685
163.540000	159.730000	0.000100	0.000580	5.799010
163.530000	159.720000	0.000100	0.000580	5.801538
163.520000	159.710000	0.000100	0.000580	5.800272
163.500000	159.690000	0.000100	0.000580	5.799431
163.490000	159.680000	0.000100	0.000580	5.798166
163.470000	159.670000	0.000100	0.000581	5.812079
163.460000	159.650000	0.000100	0.000581	5.807438
163.450000	159.640000	0.000100	0.000580	5.802382
163.440000	159.630000	0.000100	0.000580	5.796056
163.430000	159.620000	0.000100	0.000580	5.799431
163.420000	159.610000	0.000100	0.000580	5.798590
163.400000	159.590000	0.000100	0.000580	5.800272
163.390000	159.580000	0.000100	0.000580	5.804907
163.380000	159.570000	0.000100	0.000580	5.804071
163.360000	159.550000	0.000100	0.000580	5.803646
163.350000	159.540000	0.000100	0.000580	5.804068
163.340000	159.520000	0.000100	0.000580	5.801543
163.320000	159.510000	0.000100	0.000580	5.801535
163.320000	159.500000	0.000100	0.000580	5.795218
163.310000	159.490000	0.000100	0.000580	5.799852
163.290000	159.480000	0.000100	0.000580	5.801957
163.270000	159.460000	0.000100	0.000580	5.804069
163.260000	159.450000	0.000100	0.000580	5.800276
163.250000	159.440000	0.000100	0.000580	5.802802
163.240000	159.420000	0.000100	0.000581	5.807017
163.220000	159.410000	0.000100	0.000580	5.802385
163.210000	159.400000	0.000100	0.000580	5.801117
163.190000	159.380000	0.000100	0.000580	5.798169
163.180000	159.380000	0.000100	0.000581	5.812494
163.170000	159.370000	0.000100	0.000582	5.815868
163.150000	159.350000	0.000100	0.000580	5.799855
163.140000	159.340000	0.000100	0.000581	5.811231
163.140000	159.330000	0.000100	0.000580	5.804486
163.120000	159.320000	0.000100	0.000580	5.801957
163.110000	159.300000	0.000100	0.000581	5.808705
163.090000	159.290000	0.000100	0.000581	5.812071
163.080000	159.280000	0.000100	0.000582	5.815867
163.070000	159.260000	0.000100	0.000582	5.816291
163.050000	159.250000	0.000100	0.000580	5.803646
163.040000	159.240000	0.000100	0.000581	5.805332
163.040000	159.220000	0.000100	0.000581	5.806176
163.010000	159.220000	0.000100	0.000581	5.806597
163.000000	159.200000	0.000100	0.000582	5.815868
162.990000	159.190000	0.000100	0.000581	5.807441
162.980000	159.180000	0.000100	0.000581	5.807442
162.960000	159.160000	0.000100	0.000581	5.811654
162.950000	159.150000	0.000100	0.000581	5.810391
162.940000	159.130000	0.000100	0.000581	5.809548
162.930000	159.120000	0.000100	0.000582	5.815027
162.910000	159.110000	0.000100	0.000582	5.815868
162.900000	159.100000	0.000100	0.000583	5.825142
162.880000	159.090000	0.000100	0.000581	5.814607
162.870000	159.070000	0.000100	0.000582	5.817976
162.860000	159.070000	0.000100	0.000581	5.809547
162.850000	159.050000	0.000100	0.000581	5.806597
162.840000	159.040000	0.000100	0.000582	5.816712
162.830000	159.030000	0.000100	0.000581	5.813760
162.810000	159.010000	0.000100	0.000581	5.811656
162.810000	159.000000	0.000100	0.000582	5.817559
162.790000	158.990000	0.000100	0.000581	5.814184
162.770000	158.970000	0.000100	0.000581	5.809548
162.760000	158.960000	0.000100	0.000581	5.813763
162.750000	158.950000	0.000100	0.000581	5.813342
162.740000	158.940000	0.000100	0.000581	5.814604
162.720000	158.920000	0.000100	0.000582	5.817973
162.710000	158.910000	0.000100	0.000582	5.816712
162.700000	158.900000	0.000100	0.000582	5.815870
162.680000	158.890000	0.000100	0.000582	5.822190
162.660000	158.880000	0.000100	0.000582	5.816715
162.660000	158.860000	0.000100	0.000582	5.815449
162.640000	158.850000	0.000100	0.000582	5.818398
162.630000	158.840000	0.000100	0.000581	5.812499
162.610000	158.820000	0.000100	0.000582	5.820929
162.600000	158.810000	0.000100	0.000582	5.823876
162.590000	158.800000	0.000100	0.000583	5.826408
162.580000	158.780000	0.000100	0.000582	5.818396
162.560000	158.770000	0.000100	0.000582	5.815870
162.560000	158.760000	0.000100	0.000582	5.822614
162.540000	158.740000	0.000100	0.000582	5.820085
162.530000	158.730000	0.000100	0.000582	5.815447
162.510000	158.720000	0.000100	0.000581	5.814602
162.500000	158.710000	0.000100	0.000582	5.815446
162.490000	158.700000	0.000100	0.000582	5.815025
162.480000	158.680000	0.000100	0.000582	5.816710
162.470000	158.670000	0.000100	0.000582	5.816713
162.460000	158.660000	0.000100	0.000582	5.818818
162.430000	158.650000	0.000100	0.000583	5.830201
162.430000	158.640000	0.000100	0.000582	5.824720
162.410000	158.620000	0.000100	0.000582	5.817138
162.400000	158.610000	0.000100	0.000582	5.819240
162.380000	158.600000	0.000100	0.000582	5.823035
162.370000	158.580000	0.000100	0.000582	5.824301
162.360000	158.570000	0.000100	0.000583	5.831889
162.350000	158.560000	0.000100	0.000583	5.825986
162.330000	158.550000	0.000100	0.000583	5.828098
162.320000	158.540000	0.000100	0.000583	5.831042
162.300000	158.520000	0.000100	0.000582	5.820926
162.300000	158.510000	0.000100	0.000582	5.823877
162.290000	158.500000	0.000100	0.000583	5.826406
162.270000	158.480000	0.000100	0.000583	5.827250
162.260000	158.470000	0.000100	0.000584	5.837788
162.240000	158.460000	0.000100	0.000583	5.826826
162.230000	158.450000	0.000100	0.000582	5.823039
162.220000	158.430000	0.000100	0.000583	5.830202
162.210000	158.420000	0.000100	0.000582	5.822615
162.190000	158.410000	0.000100	0.000583	5.826402
162.170000	158.400000	0.000100	0.000582	5.824719
162.160000	158.390000	0.000100	0.000582	5.823033
162.150000	158.370000	0.000100	0.000583	5.826828
162.140000	158.360000	0.000100	0.000583	5.829361
162.120000	158.340000	0.000100	0.000584	5.839893
162.110000	158.330000	0.000100	0.000583	5.832307
162.100000	158.310000	0.000100	0.000584	5.838210
162.080000	158.310000	0.000100	0.000584	5.835257
162.070000	158.290000	0.000100	0.000584	5.840736
162.060000	158.280000	0.000100	0.000583	5.832730
162.030000	158.270000	0.000100	0.000584	5.844952
162.030000	158.260000	0.000100	0.000583	5.827250
162.020000	158.250000	0.000100	0.000583	5.833572
162.000000	158.230000	0.000100	0.000583	5.829777
161.990000	158.220000	0.000100	0.000584	5.837789
161.980000	158.210000	0.000100	0.000583	5.832731
161.970000	158.200000	0.000100	0.000584	5.836100
161.960000	158.180000	0.000100	0.000584	5.838628
161.940000	158.170000	0.000100	0.000584	5.837787
161.930000	158.160000	0.000100	0.000583	5.829781
161.920000	158.150000	0.000100	0.000583	5.834834
161.900000	158.130000	0.000100	0.000583	5.828094
161.890000	158.120000	0.000100	0.000583	5.827244
161.880000	158.100000	0.000100	0.000584	5.835256
161.860000	158.090000	0.000100	0.000584	5.839894
161.850000	158.080000	0.000100	0.000583	5.827247
161.840000	158.060000	0.000100	0.000583	5.826404
161.830000	158.050000	0.000100	0.000585	5.847482
161.810000	158.040000	0.000100	0.000583	5.832729
161.800000	158.020000	0.000100	0.000584	5.839046
161.790000	158.020000	0.000100	0.000584	5.839049
161.770000	158.000000	0.000100	0.000584	5.838205
161.760000	157.990000	0.000100	0.000584	5.841160
161.740000	157.980000	0.000100	0.000585	5.847058
161.730000	157.970000	0.000100	0.000585	5.852959
161.720000	157.960000	0.000100	0.000584	5.839473
161.710000	157.940000	0.000100	0.000583	5.831885
161.700000	157.930000	0.000100	0.000585	5.851695
161.680000	157.920000	0.000100	0.000584	5.841157
161.670000	157.900000	0.000100	0.000584	5.839893
161.660000	157.890000	0.000100	0.000584	5.844955
161.640000	157.880000	0.000100	0.000584	5.844951
161.630000	157.860000	0.000100	0.000584	5.842422
161.620000	157.850000	0.000100	0.000583	5.833993
161.610000	157.840000	0.000100	0.000584	5.840314
161.600000	157.830000	0.000100	0.000584	5.836521
161.570000	157.810000	0.000100	0.000584	5.838629
161.560000	157.810000	0.000100	0.000584	5.841158
161.560000	157.790000	0.000100	0.000585	5.847059
161.540000	157.770000	0.000100	0.000584	5.843265
161.520000	157.760000	0.000100	0.000584	5.844530
161.520000	157.750000	0.000100	0.000584	5.840315
161.500000	157.740000	0.000100	0.000584	5.839049
161.490000	157.730000	0.000100	0.000585	5.847901
161.480000	157.710000	0.000100	0.000586	5.855486
161.460000	157.700000	0.000100	0.000585	5.851275
161.450000	157.690000	0.000100	0.000585	5.848743
161.430000	157.680000	0.000100	0.000585	5.852119
161.430000	157.660000	0.000100	0.000584	5.844530
161.410000	157.650000	0.000100	0.000584	5.839050
161.400000	157.640000	0.000100	0.000584	5.844106
161.390000	157.620000	0.000100	0.000585	5.849591
161.370000	157.610000	0.000100	0.000585	5.845790
161.360000	157.600000	0.000100	0.000584	5.844952
161.350000	157.590000	0.000100	0.000584	5.843687
161.340000	157.580000	0.000100	0.000584	5.836523
161.330000	157.560000	0.000100	0.000584	5.844107
161.320000	157.550000	0.000100	0.000585	5.847060
161.300000	157.540000	0.000100	0.000585	5.852536
161.290000	157.520000	0.000100	0.000585	5.845792
161.280000	157.510000	0.000100	0.000585	5.849589
161.260000	157.500000	0.000100	0.000585	5.849588
161.250000	157.480000	0.000100	0.000585	5.851273
161.240000	157.470000	0.000100	0.000585	5.850852
161.220000	157.460000	0.000100	0.000585	5.852539
161.210000	157.450000	0.000100	0.000586	5.863076
161.190000	157.440000	0.000100	0.000586	5.855911
161.180000	157.420000	0.000100	0.000585	5.850849
161.170000	157.410000	0.000100	0.000585	5.854645
161.160000	157.400000	0.000100	0.000585	5.850009
161.140000	157.380000	0.000100	0.000585	5.849165
161.140000	157.370000	0.000100	0.000585	5.853379
161.120000	157.360000	0.000100	0.000585	5.850849
161.110000	157.340000	0.000100	0.000586	5.864340
161.100000	157.330000	0.000100	0.000584	5.844530
161.080000	157.320000	0.000100	0.000586	5.856755
161.070000	157.310000	0.000100	0.000585	5.849589
161.060000	157.290000	0.000100	0.000584	5.844109
161.040000	157.280000	0.000100	0.000585	5.846217
161.040000	157.270000	0.000100	0.000586	5.858440
161.020000	157.260000	0.000100	0.000586	5.860546
161.010000	157.240000	0.000100	0.000585	5.850008
161.000000	157.230000	0.000100	0.000585	5.852959
160.980000	157.220000	0.000100	0.000586	5.856333
160.970000	157.200000	0.000100	0.000586	5.861811
160.950000	157.190000	0.000100	0.000586	5.864342
160.950000	157.180000	0.000100	0.000585	5.852539
160.930000	157.160000	0.000100	0.000587	5.866028
160.920000	157.160000	0.000100	0.000586	5.855491
160.910000	157.140000	0.000100	0.000587	5.872348
160.900000	157.130000	0.000100	0.000586	5.860126
160.880000	157.120000	0.000100	0.000586	5.859702
160.870000	157.100000	0.000100	0.000586	5.857175
160.860000	157.090000	0.000100	0.000586	5.856754
160.840000	157.080000	0.000100	0.000587	5.865182
160.830000	157.060000	0.000100	0.000586	5.861811
160.820000	157.050000	0.000100	0.000587	5.866024
160.800000	157.040000	0.000100	0.000586	5.860547
160.800000	157.020000	0.000100	0.000586	5.855905
160.780000	157.020000	0.000100	0.000586	5.861806
160.760000	157.000000	0.000100	0.000585	5.849162
160.750000	156.990000	0.000100	0.000585	5.853800
160.750000	156.970000	0.000100	0.000587	5.866448
160.730000	156.960000	0.000100	0.000587	5.867291
160.720000	156.950000	0.000100	0.000586	5.857172
160.700000	156.940000	0.000100	0.000586	5.860970
160.690000	156.920000	0.000100	0.000587	5.865183
160.670000	156.910000	0.000100	0.000586	5.859706
160.660000	156.900000	0.000100	0.000586	5.862652
160.650000	156.890000	0.000100	0.000586	5.863493
160.640000	156.870000	0.000100	0.000587	5.867712
160.630000	156.850000	0.000100	0.000587	5.868556
160.610000	156.850000	0.000100	0.000587	5.873611
160.600000	156.830000	0.000100	0.000587	5.866449
160.580000	156.820000	0.000100	0.000586	5.862648
160.570000	156.800000	0.000100	0.000586	5.860125
160.560000	156.790000	0.000100	0.000587	5.868135
160.550000	156.780000	0.000100	0.000587	5.870666
160.530000	156.770000	0.000100	0.000587	5.870661
160.530000	156.750000	0.000100	0.000587	5.871084
160.510000	156.740000	0.000100	0.000586	5.862230
160.500000	156.730000	0.000100	0.000587	5.868553
160.490000	156.720000	0.000100	0.000586	5.861390
160.480000	156.700000	0.000100	0.000586	5.862231
160.470000	156.690000	0.000100	0.000587	5.866021
160.450000	156.680000	0.000100	0.000586	5.862229
160.430000	156.660000	0.000100	0.000587	5.869818
160.420000	156.650000	0.000100	0.000587	5.871924
160.410000	156.640000	0.000100	0.000587	5.868976
160.400000	156.630000	0.000100	0.000586	5.856751
160.390000	156.620000	0.000100	0.000587	5.874877
160.370000	156.600000	0.000100	0.000587	5.874031
160.360000	156.590000	0.000100	0.000588	5.876563
160.340000	156.580000	0.000100	0.000588	5.880355
160.330000	156.560000	0.000100	0.000587	5.873613
160.320000	156.550000	0.000100	0.000588	5.879092
160.310000	156.540000	0.000100	0.000587	5.870662
160.290000	156.530000	0.000100	0.000587	5.873613
160.280000	156.520000	0.000100	0.000587	5.872349
160.280000	156.500000	0.000100	0.000587	5.870661
160.260000	156.490000	0.000100	0.000588	5.879516
160.240000	156.470000	0.000100	0.000587	5.870241
160.230000	156.460000	0.000100	0.000587	5.874454
160.220000	156.450000	0.000100	0.000587	5.874458
160.210000	156.440000	0.000100	0.000587	5.868979
160.200000	156.420000	0.000100	0.000587	5.871928
160.180000	156.410000	0.000100	0.000587	5.873189
160.170000	156.400000	0.000100	0.000586	5.864340
160.160000	156.390000	0.000100	0.000587	5.871506
160.140000	156.370000	0.000100	0.000588	5.875720
160.130000	156.360000	0.000100	0.000587	5.870236
160.120000	156.350000	0.000100	0.000587	5.870661
160.110000	156.330000	0.000100	0.000588	5.875297
160.090000	156.320000	0.000100	0.000588	5.879087
160.080000	156.310000	0.000100	0.000587	5.874876
160.060000	156.290000	0.000100	0.000588	5.882462
160.060000	156.280000	0.000100	0.000589	5.887098
160.030000	156.270000	0.000100	0.000588	5.878673
160.020000	156.260000	0.000100	0.000588	5.880355
160.010000	156.240000	0.000100	0.000589	5.887523
160.000000	156.230000	0.000100	0.000588	5.882887
159.990000	156.220000	0.000100	0.000587	5.874457
159.970000	156.210000	0.000100	0.000588	5.880780
159.960000	156.190000	0.000100	0.000588	5.879934
159.960000	156.180000	0.000100	0.000588	5.881201
159.940000	156.170000	0.000100	0.000588	5.880355
159.920000	156.150000	0.000100	0.000588	5.882461
159.920000	156.140000	0.000100	0.000588	5.878248
159.900000	156.130000	0.000100	0.000587	5.874880
159.890000	156.120000	0.000100	0.000588	5.879091
159.880000	156.100000	0.000100	0.000588	5.884993
159.870000	156.090000	0.000100	0.000588	5.884993
159.850000	156.080000	0.000100	0.000588	5.882043
159.840000	156.070000	0.000100	0.000589	5.890467
159.820000	156.050000	0.000100	0.000588	5.882043
159.810000	156.040000	0.000100	0.000589	5.890893
159.800000	156.030000	0.000100	0.000588	5.879933
159.790000	156.020000	0.000100	0.000589	5.885837
159.770000	156.000000	0.000100	0.000589	5.891317
159.760000	155.990000	0.000100	0.000589	5.886679
159.750000	155.970000	0.000100	0.000589	5.891738
159.730000	155.960000	0.000100	0.000588	5.881198
159.720000	155.950000	0.000100	0.000588	5.881620
159.710000	155.940000	0.000100	0.000589	5.891315
159.700000	155.920000	0.000100	0.000588	5.883729
159.690000	155.910000	0.000100	0.000588	5.883726
159.680000	155.900000	0.000100	0.000589	5.889210
159.660000	155.880000	0.000100	0.000589	5.887941
159.650000	155.870000	0.000100	0.000589	5.888364
159.640000	155.860000	0.000100	0.000588	5.881619
159.620000	155.850000	0.000100	0.000588	5.884570
159.620000	155.830000	0.000100	0.000589	5.887099
159.610000	155.820000	0.000100	0.000589	5.886679
159.590000	155.810000	0.000100	0.000589	5.890893
159.570000	155.790000	0.000100	0.000589	5.890053
159.570000	155.780000	0.000100	0.000588	5.883306
159.550000	155.770000	0.000100	0.000589	5.892581
159.540000	155.760000	0.000100	0.000589	5.893002
159.530000	155.740000	0.000100	0.000588	5.884574
159.510000	155.730000	0.000100	0.000589	5.894688
159.500000	155.720000	0.000100	0.000590	5.901010
159.490000	155.700000	0.000100	0.000590	5.900171
159.480000	155.690000	0.000100	0.000590	5.899323
159.460000	155.680000	0.000100	0.000590	5.895957
159.450000	155.660000	0.000100	0.000589	5.891741
159.450000	155.650000	0.000100	0.000589	5.893849
159.430000	155.640000	0.000100	0.000589	5.889633
159.420000	155.630000	0.000100	0.000590	5.902706
159.410000	155.620000	0.000100	0.000589	5.890899
159.390000	155.600000	0.000100	0.000589	5.894692
159.380000	155.590000	0.000100	0.000590	5.895116
159.360000	155.580000	0.000100	0.000589	5.894271
159.360000	155.560000	0.000100	0.000589	5.889213
159.340000	155.550000	0.000100	0.000589	5.888791
159.340000	155.540000	0.000100	0.000590	5.895535
159.320000	155.520000	0.000100	0.000589	5.893007
159.300000	155.510000	0.000100	0.000590	5.895532
159.290000	155.500000	0.000100	0.000589	5.893002
159.280000	155.480000	0.000100	0.000589	5.894270
159.270000	155.480000	0.000100	0.000590	5.898066
159.260000	155.460000	0.000100	0.000590	5.897641
159.240000	155.450000	0.000100	0.000590	5.897643
159.230000	155.430000	0.000100	0.000590	5.899328
159.220000	155.420000	0.000100	0.000590	5.902280
159.210000	155.410000	0.000100	0.000590	5.901018
159.200000	155.400000	0.000100	0.000590	5.896801
159.180000	155.380000	0.000100	0.000590	5.900592
159.170000	155.370000	0.000100	0.000591	5.906497
159.160000	155.350000	0.000100	0.000590	5.900170
159.150000	155.340000	0.000100	0.000590	5.898062
159.130000	155.330000	0.000100	0.000590	5.898065
159.120000	155.310000	0.000100	0.000590	5.898066
159.110000	155.300000	0.000100	0.000590	5.897641
159.100000	155.290000	0.000100	0.000590	5.901437
159.080000	155.280000	0.000100	0.000589	5.890475
159.070000	155.270000	0.000100	0.000590	5.897641
159.070000	155.260000	0.000100	0.000590	5.899332
159.050000	155.240000	0.000100	0.000590	5.902699
159.030000	155.230000	0.000100	0.000590	5.901855
159.020000	155.220000	0.000100	0.000590	5.904387
159.010000	155.200000	0.000100	0.000590	5.904806
159.000000	155.190000	0.000100	0.000591	5.905652
158.980000	155.180000	0.000100	0.000591	5.906070
158.970000	155.160000	0.000100	0.000590	5.904385
158.960000	155.150000	0.000100	0.000591	5.911132
158.950000	155.130000	0.000100	0.000591	5.909443
158.940000	155.130000	0.000100	0.000591	5.910284
158.920000	155.110000	0.000100	0.000591	5.905229
158.910000	155.100000	0.000100	0.000591	5.906916
158.900000	155.090000	0.000100	0.000590	5.901854
158.880000	155.070000	0.000100	0.000590	5.904384
158.870000	155.060000	0.000100	0.000591	5.909020
158.860000	155.050000	0.000100	0.000590	5.901855
158.850000	155.040000	0.000100	0.000591	5.906494
158.840000	155.020000	0.000100	0.000590	5.903542
158.830000	155.010000	0.000100	0.000591	5.908179
158.810000	154.990000	0.000100	0.000591	5.906073
158.800000	154.980000	0.000100	0.000591	5.906069
158.790000	154.970000	0.000100	0.000590	5.904807
158.780000	154.960000	0.000100	0.000590	5.902699
158.760000	154.950000	0.000100	0.000591	5.908600
158.750000	154.930000	0.000100	0.000591	5.905650
158.740000	154.920000	0.000100	0.000591	5.911129
158.730000	154.910000	0.000100	0.000591	5.909446
158.710000	154.890000	0.000100	0.000591	5.908179
158.700000	154.880000	0.000100	0.000591	5.909865
158.690000	154.870000	0.000100	0.000591	5.914921
158.680000	154.860000	0.000100	0.000591	5.908600
158.660000	154.840000	0.000100	0.000592	5.916190
158.660000	154.830000	0.000100	0.000591	5.909863
158.640000	154.820000	0.000100	0.000591	5.912815
158.620000	154.810000	0.000100	0.000591	5.910706
158.620000	154.790000	0.000100	0.000591	5.909020
158.600000	154.780000	0.000100	0.000591	5.914923
158.590000	154.760000	0.000100	0.000592	5.922507
158.570000	154.750000	0.000100	0.000591	5.912395
158.570000	154.740000	0.000100	0.000592	5.919980
158.560000	154.730000	0.000100	0.000592	5.915769
158.540000	154.710000	0.000100	0.000591	5.909021
158.530000	154.700000	0.000100	0.000591	5.909864
158.520000	154.680000	0.000100	0.000590	5.901008
158.510000	154.680000	0.000100	0.000591	5.913239
158.490000	154.660000	0.000100	0.000592	5.917452
158.480000	154.650000	0.000100	0.000591	5.909442
158.460000	154.640000	0.000100	0.000592	5.917449
158.460000	154.620000	0.000100	0.000592	5.915345
158.440000	154.610000	0.000100	0.000592	5.924195
158.430000	154.600000	0.000100	0.000592	5.922508
158.420000	154.590000	0.000100	0.000591	5.914495
158.410000	154.570000	0.000100	0.000592	5.917450
158.390000	154.560000	0.000100	0.000592	5.919557
158.380000	154.550000	0.000100	0.000592	5.919982
158.360000	154.530000	0.000100	0.000592	5.922506
158.350000	154.520000	0.000100	0.000593	5.927988
158.340000	154.510000	0.000100	0.000592	5.916606
158.330000	154.490000	0.000100	0.000592	5.916186
158.320000	154.480000	0.000100	0.000592	5.917446
158.310000	154.470000	0.000100	0.000592	5.917871
158.290000	154.460000	0.000100	0.000592	5.924197
158.280000	154.450000	0.000100	0.000592	5.915344
158.270000	154.430000	0.000100	0.000592	5.923348
158.260000	154.420000	0.000100	0.000592	5.920399
158.250000	154.410000	0.000100	0.000592	5.918297
158.240000	154.390000	0.000100	0.000592	5.917870
158.220000	154.380000	0.000100	0.000592	5.919981
158.210000	154.370000	0.000100	0.000592	5.923351
158.200000	154.360000	0.000100	0.000592	5.922087
158.180000	154.340000	0.000100	0.000593	5.932622
158.170000	154.330000	0.000100	0.000593	5.931358
158.160000	154.320000	0.000100	0.000593	5.927566
158.140000	154.310000	0.000100	0.000593	5.929249
158.130000	154.290000	0.000100	0.000592	5.922509
158.120000	154.280000	0.000100	0.000593	5.928831
158.110000	154.270000	0.000100	0.000592	5.922930
158.090000	154.260000	0.000100	0.000592	5.919980
158.080000	154.240000	0.000100	0.000593	5.933045
158.070000	154.230000	0.000100	0.000592	5.919985
158.060000	154.220000	0.000100	0.000593	5.933047
158.040000	154.200000	0.000100	0.000593	5.932623
158.030000	154.190000	0.000100	0.000593	5.927563
158.020000	154.180000	0.000100	0.000593	5.927984
158.000000	154.170000	0.000100	0.000594	5.935574
158.000000	154.150000	0.000100	0.000593	5.925455
157.980000	154.140000	0.000100	0.000592	5.922085
157.970000	154.130000	0.000100	0.000592	5.924614
157.960000	154.110000	0.000100	0.000593	5.931779
157.940000	154.110000	0.000100	0.000593	5.928407
157.920000	154.090000	0.000100	0.000593	5.931778
157.910000	154.080000	0.000100	0.000593	5.932623
157.900000	154.070000	0.000100	0.000593	5.927986
157.890000	154.050000	0.000100	0.000594	5.935573
157.870000	154.040000	0.000100	0.000593	5.931781
157.860000	154.030000	0.000100	0.000593	5.929251
157.850000	154.010000	0.000100	0.000594	5.937261
157.830000	154.000000	0.000100	0.000593	5.930937
157.820000	153.990000	0.000100	0.000594	5.938524
157.810000	153.980000	0.000100	0.000593	5.930514
157.800000	153.960000	0.000100	0.000593	5.928828
157.780000	153.950000	0.000100	0.000593	5.930093
157.770000	153.940000	0.000100	0.000593	5.929673
157.760000	153.930000	0.000100	0.000594	5.935998
157.750000	153.920000	0.000100	0.000593	5.932200
157.730000	153.900000	0.000100	0.000593	5.934309
157.720000	153.890000	0.000100	0.000594	5.937265
157.700000	153.870000	0.000100	0.000593	5.930935
157.690000	153.860000	0.000100	0.000593	5.925036
157.680000	153.850000	0.000100	0.000594	5.941052
157.670000	153.840000	0.000100	0.000594	5.944847
157.660000	153.830000	0.000100	0.000595	5.945266
157.640000	153.820000	0.000100	0.000594	5.936418
157.630000	153.800000	0.000100	0.000594	5.935995
157.610000	153.790000	0.000100	0.000594	5.943165
157.600000	153.780000	0.000100	0.000594	5.939370
157.590000	153.760000	0.000100	0.000594	5.937264
157.570000	153.750000	0.000100	0.000594	5.944003
157.570000	153.740000	0.000100	0.000594	5.935994
157.540000	153.720000	0.000100	0.000594	5.937259
157.530000	153.710000	0.000100	0.000595	5.947376
157.520000	153.700000	0.000100	0.000594	5.937683
157.510000	153.690000	0.000100	0.000594	5.938522
157.490000	153.680000	0.000100	0.000593	5.933466
157.480000	153.660000	0.000100	0.000593	5.931780
157.470000	153.650000	0.000100	0.000595	5.946956
157.460000	153.640000	0.000100	0.000595	5.946108
157.440000	153.620000	0.000100	0.000594	5.943581
157.430000	153.610000	0.000100	0.000594	5.943160
157.420000	153.600000	0.000100	0.000594	5.944003
157.410000	153.580000	0.000100	0.000594	5.941898
157.390000	153.570000	0.000100	0.000594	5.944001
157.380000	153.560000	0.000100	0.000594	5.944847
157.360000	153.550000	0.000100	0.000595	5.953276
157.360000	153.540000	0.000100	0.000594	5.943160
157.340000	153.520000	0.000100	0.000595	5.947374
157.330000	153.510000	0.000100	0.000595	5.950324
157.310000	153.500000	0.000100	0.000594	5.938942
157.300000	153.490000	0.000100	0.000595	5.952009
157.290000	153.470000	0.000100	0.000595	5.945271
157.270000	153.460000	0.000100	0.000596	5.956647
157.250000	153.450000	0.000100	0.000595	5.946955
157.240000	153.430000	0.000100	0.000594	5.944847
157.240000	153.420000	0.000100	0.000593	5.933465
157.220000	153.410000	0.000100	0.000594	5.941896
157.210000	153.400000	0.000100	0.000595	5.946957
157.200000	153.390000	0.000100	0.000595	5.945270
157.190000	153.370000	0.000100	0.000595	5.953276
157.170000	153.360000	0.000100	0.000594	5.936840
157.160000	153.340000	0.000100	0.000594	5.941892
157.130000	153.330000	0.000100	0.000595	5.946109
157.140000	153.320000	0.000100	0.000594	5.944846
157.120000	153.300000	0.000100	0.000594	5.940629
157.110000	153.300000	0.000100	0.000595	5.946109
157.090000	153.280000	0.000100	0.000595	5.951593
157.080000	153.270000	0.000100	0.000595	5.949059
157.070000	153.260000	0.000100	0.000596	5.955807
157.050000	153.240000	0.000100	0.000596	5.957911
157.040000	153.230000	0.000100	0.000595	5.947800
157.030000	153.220000	0.000100	0.000595	5.949903
157.000000	153.200000	0.000100	0.000594	5.943159
156.990000	153.200000	0.000100	0.000596	5.956646
156.980000	153.180000	0.000100	0.000595	5.954958
156.970000	153.170000	0.000100	0.000596	5.955383
156.960000	153.160000	0.000100	0.000596	5.955805
156.940000	153.140000	0.000100	0.000595	5.949066
